Time,IgM,IgG1,IgG2,TH,TC,IFNg,IL2,IL12
90.0000,136.386586,1120.978576,3017.009212,19.837793,6.937605,0.000584,0.000090,0.000172
91.0000,128.270221,1115.351921,2998.962346,18.544926,6.359620,0.000354,0.000064,0.000128
92.0000,120.802549,1109.744047,2981.023039,17.339465,5.831381,0.000215,0.000047,0.000096
93.0000,113.936777,1104.157541,2963.190808,16.215500,5.348607,0.000130,0.000034,0.000073
94.0000,107.628503,1098.594480,2945.465107,15.167522,4.907385,0.000079,0.000025,0.000056
95.0000,101.835802,1093.056533,2927.845358,14.190394,4.504139,0.000048,0.000019,0.000043
96.0000,96.519261,1087.545030,2910.330959,13.279326,4.135600,0.000029,0.000014,0.000034
97.0000,91.641960,1082.061024,2892.921301,12.429851,3.798780,0.000018,0.000010,0.000027
98.0000,87.169420,1076.605342,2875.615770,11.637807,3.490950,0.000011,0.000008,0.000021
99.0000,83.069527,1071.178628,2858.413751,10.899309,3.209614,0.000006,0.000006,0.000017
100.0000,79.312437,1065.781372,2841.314627,10.210739,2.952493,0.000004,0.000004,0.000014
101.0000,75.870471,1060.413944,2824.317787,9.568720,2.717502,0.000002,0.000003,0.000011
102.0000,72.718000,1055.076610,2807.422620,8.970105,2.502736,0.000001,0.000003,0.000009
103.0000,69.831332,1049.769556,2790.628520,8.411961,2.306455,0.000001,0.000002,0.000007
104.0000,67.188591,1044.492900,2773.934881,7.891550,2.127067,0.000001,0.000002,0.000006
105.0000,64.769603,1039.246703,2757.341104,7.406323,1.963120,0.000000,0.000001,0.000005
106.0000,62.555781,1034.030985,2740.846590,6.953900,1.813283,0.000000,0.000001,0.000004
107.0000,60.530016,1028.845726,2724.450748,6.532063,1.676342,0.000000,0.000001,0.000003
108.0000,58.676574,1023.690879,2708.152986,6.138746,1.551188,0.000000,0.000001,0.000003
109.0000,56.980991,1018.566372,2691.952717,5.772019,1.436805,0.000000,0.000000,0.000002
110.0000,55.429981,1013.472114,2675.849360,5.430085,1.332267,0.000000,0.000000,0.000002
111.0000,54.011349,1008.407997,2659.842333,5.111267,1.236727,0.000000,0.000000,0.000002
112.0000,52.713904,1003.373901,2643.931060,4.814004,1.149410,0.000000,0.000000,0.000001
113.0000,51.527380,998.369696,2628.114969,4.536838,1.069608,0.000000,0.000000,0.000001
114.0000,50.442366,993.395244,2612.393491,4.278410,0.996674,0.000000,0.000000,0.000001
115.0000,49.450237,988.450399,2596.766060,4.037453,0.930018,0.000000,0.000000,0.000001
116.0000,48.543088,983.535013,2581.232112,3.812786,0.869099,0.000000,0.000000,0.000001
117.0000,47.713681,978.648930,2565.791088,3.603309,0.813423,0.000000,0.000000,0.000001
118.0000,46.955385,973.791993,2550.442434,3.407993,0.762539,0.000000,0.000000,0.000000
119.0000,46.262129,968.964044,2535.185595,3.225882,0.716035,0.000000,0.000000,0.000000
120.0000,45.628356,964.164921,2520.020024,3.056082,0.673533,0.000000,0.000000,0.000000
121.0000,45.048980,959.394461,2504.945174,2.897762,0.634689,0.000000,0.000000,0.000000
122.0000,44.519347,954.652502,2489.960502,2.750146,0.599189,0.000000,0.000000,0.000000
123.0000,44.035197,949.938878,2475.065468,2.612509,0.566744,0.000000,0.000000,0.000000
124.0000,43.592635,945.253428,2460.259538,2.484177,0.537091,0.000000,0.000000,0.000000
125.0000,43.188096,940.595985,2445.542177,2.364522,0.509991,0.000000,0.000000,0.000000
126.0000,42.818319,935.966387,2430.912856,2.252956,0.485223,0.000000,0.000000,0.000000
127.0000,42.480323,931.364470,2416.371048,2.148932,0.462587,0.000000,0.000000,0.000000
128.0000,42.171381,926.790070,2401.916229,2.051941,0.441899,0.000000,0.000000,0.000000
129.0000,41.888999,922.243026,2387.547880,1.961507,0.422991,0.000000,0.000000,0.000000
130.0000,41.630895,917.723174,2373.265483,1.877187,0.405711,0.000000,0.000000,0.000000
131.0000,41.394987,913.230355,2359.068523,1.798568,0.389919,0.000000,0.000000,0.000000
132.0000,41.179365,908.764407,2344.956491,1.725264,0.375485,0.000000,0.000000,0.000000
133.0000,40.982289,904.325170,2330.928876,1.656916,0.362294,0.000000,0.000000,0.000000
134.0000,40.802163,899.912485,2316.985176,1.593188,0.350238,0.000000,0.000000,0.000000
135.0000,40.637531,895.526195,2303.124888,1.533769,0.339220,0.000000,0.000000,0.000000
136.0000,40.487062,891.166141,2289.347512,1.478367,0.329150,0.000000,0.000000,0.000000
137.0000,40.349537,886.832167,2275.652553,1.426710,0.319947,0.000000,0.000000,0.000000
138.0000,40.223843,882.524118,2262.039517,1.378546,0.311536,0.000000,0.000000,0.000000
139.0000,40.108964,878.241839,2248.507916,1.333638,0.303849,0.000000,0.000000,0.000000
140.0000,40.003969,873.985175,2235.057260,1.291766,0.296823,0.000000,0.000000,0.000000
141.0000,39.908008,869.753974,2221.687067,1.252724,0.290403,0.000000,0.000000,0.000000
142.0000,39.820303,865.548084,2208.396856,1.216323,0.284534,0.000000,0.000000,0.000000
143.0000,39.740146,861.367352,2195.186146,1.182382,0.279171,0.000000,0.000000,0.000000
144.0000,39.666886,857.211630,2182.054464,1.150736,0.274270,0.000000,0.000000,0.000000
145.0000,39.599931,853.080767,2169.001336,1.121229,0.269790,0.000000,0.000000,0.000000
146.0000,39.538737,848.974614,2156.026292,1.093717,0.265696,0.000000,0.000000,0.000000
147.0000,39.482809,844.893025,2143.128865,1.068065,0.261954,0.000000,0.000000,0.000000
148.0000,39.431694,840.835851,2130.308591,1.044147,0.258535,0.000000,0.000000,0.000000
149.0000,39.384978,836.802948,2117.565008,1.021847,0.255409,0.000000,0.000000,0.000000
150.0000,39.342282,832.794169,2104.897658,1.001054,0.252553,0.000000,0.000000,0.000000
151.0000,39.303261,828.809371,2092.306085,0.981666,0.249942,0.000000,0.000000,0.000000
152.0000,39.267598,824.848410,2079.789835,0.963590,0.247556,0.000000,0.000000,0.000000
153.0000,39.235004,820.911143,2067.348457,0.946735,0.245376,0.000000,0.000000,0.000000
154.0000,39.205215,816.997430,2054.981504,0.931020,0.243383,0.000000,0.000000,0.000000
155.0000,39.177990,813.107128,2042.688531,0.916368,0.241562,0.000000,0.000000,0.000000
156.0000,39.153108,809.240098,2030.469095,0.902706,0.239897,0.000000,0.000000,0.000000
157.0000,39.130367,805.396201,2018.322756,0.889967,0.238376,0.000000,0.000000,0.000000
158.0000,39.109584,801.575298,2006.249076,0.878090,0.236986,0.000000,0.000000,0.000000
159.0000,39.090589,797.777252,1994.247622,0.867016,0.235715,0.000000,0.000000,0.000000
160.0000,39.073230,794.001925,1982.317961,0.856691,0.234554,0.000000,0.000000,0.000000
161.0000,39.057364,790.249183,1970.459664,0.847063,0.233492,0.000000,0.000000,0.000000
162.0000,39.042864,786.518891,1958.672304,0.838086,0.232522,0.000000,0.000000,0.000000
163.0000,39.029611,782.810912,1946.955455,0.829717,0.231636,0.000000,0.000000,0.000000
164.0000,39.017500,779.125115,1935.308698,0.821913,0.230826,0.000000,0.000000,0.000000
165.0000,39.006430,775.461367,1923.731612,0.814637,0.230085,0.000000,0.000000,0.000000
166.0000,38.996314,771.819535,1912.223780,0.807852,0.229408,0.000000,0.000000,0.000000
167.0000,38.987068,768.199489,1900.784789,0.801527,0.228790,0.000000,0.000000,0.000000
168.0000,38.978618,764.601098,1889.414226,0.795629,0.228225,0.000000,0.000000,0.000000
169.0000,38.970895,761.024233,1878.111682,0.790129,0.227708,0.000000,0.000000,0.000000
170.0000,38.963837,757.468764,1866.876750,0.785002,0.227236,0.000000,0.000000,0.000000
171.0000,38.957386,753.934565,1855.709027,0.780221,0.226804,0.000000,0.000000,0.000000
172.0000,38.951491,750.421507,1844.608108,0.775763,0.226410,0.000000,0.000000,0.000000
173.0000,38.946103,746.929465,1833.573596,0.771607,0.226050,0.000000,0.000000,0.000000
174.0000,38.941178,743.458312,1822.605093,0.767732,0.225720,0.000000,0.000000,0.000000
175.0000,38.936678,740.007924,1811.702204,0.764119,0.225419,0.000000,0.000000,0.000000
176.0000,38.932565,736.578176,1800.864536,0.760750,0.225144,0.000000,0.000000,0.000000
177.0000,38.928806,733.168945,1790.091700,0.757608,0.224892,0.000000,0.000000,0.000000
178.0000,38.925370,729.780108,1779.383307,0.754679,0.224663,0.000000,0.000000,0.000000
179.0000,38.922230,726.411543,1768.738972,0.751949,0.224453,0.000000,0.000000,0.000000
180.0000,38.919361,723.063129,1758.158312,0.749402,0.224261,0.000000,0.000000,0.000000
181.0000,38.916738,719.734745,1747.640946,0.747028,0.224085,0.000000,0.000000,0.000000
182.0000,38.914341,716.426272,1737.186495,0.744815,0.223925,0.000000,0.000000,0.000000
183.0000,38.912150,713.137590,1726.794583,0.742751,0.223778,0.000000,0.000000,0.000000
184.0000,38.910148,709.868582,1716.464836,0.740826,0.223644,0.000000,0.000000,0.000000
185.0000,38.908318,706.619128,1706.196881,0.739032,0.223522,0.000000,0.000000,0.000000
186.0000,38.906646,703.389113,1695.990350,0.737359,0.223410,0.000000,0.000000,0.000000
187.0000,38.905118,700.178420,1685.844875,0.735799,0.223308,0.000000,0.000000,0.000000
188.0000,38.903721,696.986934,1675.760090,0.734345,0.223214,0.000000,0.000000,0.000000
189.0000,38.902444,693.814539,1665.735633,0.732989,0.223129,0.000000,0.000000,0.000000
190.0000,38.901278,690.661121,1655.771143,0.731724,0.223051,0.000000,0.000000,0.000000
191.0000,38.900211,687.526568,1645.866260,0.730545,0.222980,0.000000,0.000000,0.000000
192.0000,38.899237,684.410765,1636.020629,0.729446,0.222914,0.000000,0.000000,0.000000
193.0000,38.898346,681.313601,1626.233895,0.728421,0.222855,0.000000,0.000000,0.000000
194.0000,38.897532,678.234965,1616.505705,0.727465,0.222800,0.000000,0.000000,0.000000
195.0000,38.896788,675.174745,1606.835710,0.726574,0.222751,0.000000,0.000000,0.000000
196.0000,38.896108,672.132831,1597.223561,0.725744,0.222705,0.000000,0.000000,0.000000
197.0000,38.895487,669.109114,1587.668912,0.724969,0.222664,0.000000,0.000000,0.000000
198.0000,38.894919,666.103486,1578.171420,0.724247,0.222626,0.000000,0.000000,0.000000
199.0000,38.894400,663.115837,1568.730742,0.723573,0.222591,0.000000,0.000000,0.000000
200.0000,38.893926,660.146060,1559.346538,0.722945,0.222559,0.000000,0.000000,0.000000
201.0000,38.893492,657.194048,1550.018471,0.722360,0.222530,0.000000,0.000000,0.000000
202.0000,38.893096,654.259696,1540.746205,0.721814,0.222504,0.000000,0.000000,0.000000
203.0000,38.892734,651.342897,1531.529406,0.721305,0.222479,0.000000,0.000000,0.000000
204.0000,38.892403,648.443546,1522.367742,0.720831,0.222457,0.000000,0.000000,0.000000
205.0000,38.892101,645.561540,1513.260883,0.720388,0.222437,0.000000,0.000000,0.000000
206.0000,38.891824,642.696773,1504.208502,0.719976,0.222419,0.000000,0.000000,0.000000
207.0000,38.891572,639.849144,1495.210273,0.719591,0.222402,0.000000,0.000000,0.000000
208.0000,38.891341,637.018549,1486.265871,0.719232,0.222386,0.000000,0.000000,0.000000
209.0000,38.891130,634.204888,1477.374975,0.718898,0.222372,0.000000,0.000000,0.000000
210.0000,38.890937,631.408057,1468.537265,0.718586,0.222359,0.000000,0.000000,0.000000
211.0000,38.890760,628.627957,1459.752422,0.718295,0.222347,0.000000,0.000000,0.000000
212.0000,38.890599,625.864488,1451.020131,0.718024,0.222337,0.000000,0.000000,0.000000
213.0000,38.890452,623.117551,1442.340076,0.717771,0.222327,0.000000,0.000000,0.000000
214.0000,38.890318,620.387045,1433.711946,0.717536,0.222318,0.000000,0.000000,0.000000
215.0000,38.890195,617.672873,1425.135430,0.717316,0.222310,0.000000,0.000000,0.000000
216.0000,38.890082,614.974938,1416.610218,0.717111,0.222302,0.000000,0.000000,0.000000
217.0000,38.889980,612.293142,1408.136005,0.716920,0.222295,0.000000,0.000000,0.000000
218.0000,38.889886,609.627388,1399.712485,0.716742,0.222289,0.000000,0.000000,0.000000
219.0000,38.889800,606.977581,1391.339354,0.716576,0.222283,0.000000,0.000000,0.000000
220.0000,38.889721,604.343626,1383.016312,0.716421,0.222278,0.000000,0.000000,0.000000
221.0000,38.889650,601.725426,1374.743059,0.716277,0.222273,0.000000,0.000000,0.000000
222.0000,38.889584,599.122889,1366.519297,0.716142,0.222269,0.000000,0.000000,0.000000
223.0000,38.889524,596.535920,1358.344729,0.716017,0.222265,0.000000,0.000000,0.000000
224.0000,38.889470,593.964427,1350.219062,0.715900,0.222261,0.000000,0.000000,0.000000
225.0000,38.889420,591.408317,1342.142003,0.715791,0.222258,0.000000,0.000000,0.000000
226.0000,38.889374,588.867497,1334.113262,0.715689,0.222255,0.000000,0.000000,0.000000
227.0000,38.889332,586.341876,1326.132548,0.715594,0.222252,0.000000,0.000000,0.000000
228.0000,38.889294,583.831364,1318.199575,0.715505,0.222249,0.000000,0.000000,0.000000
229.0000,38.889259,581.335870,1310.314058,0.715423,0.222247,0.000000,0.000000,0.000000
230.0000,38.889227,578.855304,1302.475712,0.715346,0.222245,0.000000,0.000000,0.000000
231.0000,38.889198,576.389576,1294.684256,0.715274,0.222243,0.000000,0.000000,0.000000
232.0000,38.889172,573.938599,1286.939408,0.715208,0.222241,0.000000,0.000000,0.000000
233.0000,38.889147,571.502284,1279.240890,0.715145,0.222240,0.000000,0.000000,0.000000
234.0000,38.889125,569.080543,1271.588425,0.715087,0.222238,0.000000,0.000000,0.000000
235.0000,38.889105,566.673288,1263.981738,0.715033,0.222237,0.000000,0.000000,0.000000
236.0000,38.889086,564.280434,1256.420553,0.714982,0.222235,0.000000,0.000000,0.000000
237.0000,38.889069,561.901895,1248.904601,0.714935,0.222234,0.000000,0.000000,0.000000
238.0000,38.889054,559.537583,1241.433608,0.714891,0.222233,0.000000,0.000000,0.000000
239.0000,38.889039,557.187415,1234.007308,0.714850,0.222232,0.000000,0.000000,0.000000
240.0000,38.889027,554.851306,1226.625432,0.714812,0.222231,0.000000,0.000000,0.000000
241.0000,38.889015,552.529172,1219.287714,0.714777,0.222231,0.000000,0.000000,0.000000
242.0000,38.889004,550.220928,1211.993891,0.714744,0.222230,0.000000,0.000000,0.000000
243.0000,38.888994,547.926493,1204.743700,0.714713,0.222229,0.000000,0.000000,0.000000
244.0000,38.888985,545.645783,1197.536880,0.714684,0.222229,0.000000,0.000000,0.000000
245.0000,38.888977,543.378716,1190.373172,0.714657,0.222228,0.000000,0.000000,0.000000
246.0000,38.888969,541.125211,1183.252317,0.714632,0.222228,0.000000,0.000000,0.000000
247.0000,38.888962,538.885187,1176.174059,0.714608,0.222227,0.000000,0.000000,0.000000
248.0000,38.888956,536.658562,1169.138143,0.714587,0.222227,0.000000,0.000000,0.000000
249.0000,38.888950,534.445257,1162.144317,0.714566,0.222226,0.000000,0.000000,0.000000
250.0000,38.888945,532.245193,1155.192328,0.714547,0.222226,0.000000,0.000000,0.000000
251.0000,38.888940,530.058289,1148.281926,0.714530,0.222226,0.000000,0.000000,0.000000
252.0000,38.888936,527.884467,1141.412862,0.714513,0.222225,0.000000,0.000000,0.000000
253.0000,38.888932,525.723649,1134.584889,0.714498,0.222225,0.000000,0.000000,0.000000
254.0000,38.888928,523.575757,1127.797762,0.714483,0.222225,0.000000,0.000000,0.000000
255.0000,38.888925,521.440714,1121.051235,0.714470,0.222225,0.000000,0.000000,0.000000
256.0000,38.888921,519.318443,1114.345066,0.714458,0.222224,0.000000,0.000000,0.000000
257.0000,38.888919,517.208868,1107.679014,0.714446,0.222224,0.000000,0.000000,0.000000
258.0000,38.888916,515.111912,1101.052838,0.714435,0.222224,0.000000,0.000000,0.000000
259.0000,38.888914,513.027500,1094.466300,0.714425,0.222224,0.000000,0.000000,0.000000
260.0000,38.888912,510.955557,1087.919164,0.714416,0.222224,0.000000,0.000000,0.000000
261.0000,38.888910,508.896008,1081.411192,0.714407,0.222224,0.000000,0.000000,0.000000
262.0000,38.888908,506.848780,1074.942152,0.714399,0.222223,0.000000,0.000000,0.000000
263.0000,38.888906,504.813798,1068.511809,0.714391,0.222223,0.000000,0.000000,0.000000
264.0000,38.888905,502.790990,1062.119933,0.714384,0.222223,0.000000,0.000000,0.000000
265.0000,38.888903,500.780282,1055.766293,0.714377,0.222223,0.000000,0.000000,0.000000
266.0000,38.888902,498.781603,1049.450661,0.714371,0.222223,0.000000,0.000000,0.000000
267.0000,38.888901,496.794879,1043.172810,0.714365,0.222223,0.000000,0.000000,0.000000
268.0000,38.888900,494.820040,1036.932513,0.714360,0.222223,0.000000,0.000000,0.000000
269.0000,38.888899,492.857015,1030.729545,0.714355,0.222223,0.000000,0.000000,0.000000
270.0000,38.888898,490.905733,1024.563684,0.714350,0.222223,0.000000,0.000000,0.000000
271.0000,38.888897,488.966123,1018.434707,0.714346,0.222223,0.000000,0.000000,0.000000
272.0000,38.888897,487.038116,1012.342394,0.714342,0.222223,0.000000,0.000000,0.000000
273.0000,38.888896,485.121642,1006.286525,0.714338,0.222223,0.000000,0.000000,0.000000
274.0000,38.888895,483.216633,1000.266883,0.714334,0.222223,0.000000,0.000000,0.000000
275.0000,38.888895,481.323020,994.283251,0.714331,0.222223,0.000000,0.000000,0.000000
276.0000,38.888894,479.440734,988.335413,0.714328,0.222223,0.000000,0.000000,0.000000
277.0000,38.888894,477.569709,982.423155,0.714325,0.222223,0.000000,0.000000,0.000000
278.0000,38.888893,475.709875,976.546264,0.714323,0.222223,0.000000,0.000000,0.000000
279.0000,38.888893,473.861168,970.704529,0.714320,0.222222,0.000000,0.000000,0.000000
280.0000,38.888893,472.023519,964.897740,0.714318,0.222222,0.000000,0.000000,0.000000
281.0000,38.888892,470.196864,959.125687,0.714316,0.222222,0.000000,0.000000,0.000000
282.0000,38.888892,468.381135,953.388162,0.714314,0.222222,0.000000,0.000000,0.000000
283.0000,38.888892,466.576268,947.684960,0.714312,0.222222,0.000000,0.000000,0.000000
284.0000,38.888892,464.782198,942.015875,0.714310,0.222222,0.000000,0.000000,0.000000
285.0000,38.888891,462.998860,936.380702,0.714308,0.222222,0.000000,0.000000,0.000000
286.0000,38.888891,461.226191,930.779239,0.714307,0.222222,0.000000,0.000000,0.000000
287.0000,38.888891,459.464125,925.211284,0.714305,0.222222,0.000000,0.000000,0.000000
288.0000,38.888891,457.712600,919.676637,0.714304,0.222222,0.000000,0.000000,0.000000
289.0000,38.888891,455.971553,914.175098,0.714303,0.222222,0.000000,0.000000,0.000000
290.0000,38.888890,454.240921,908.706470,0.714302,0.222222,0.000000,0.000000,0.000000
291.0000,38.888890,452.520641,903.270555,0.714301,0.222222,0.000000,0.000000,0.000000
292.0000,38.888890,450.810652,897.867158,0.714300,0.222222,0.000000,0.000000,0.000000
293.0000,38.888890,449.110893,892.496085,0.714299,0.222222,0.000000,0.000000,0.000000
294.0000,38.888890,447.421301,887.157141,0.714298,0.222222,0.000000,0.000000,0.000000
295.0000,38.888890,445.741817,881.850135,0.714297,0.222222,0.000000,0.000000,0.000000
296.0000,38.888890,444.072379,876.574876,0.714296,0.222222,0.000000,0.000000,0.000000
297.0000,38.888890,442.412928,871.331173,0.714295,0.222222,0.000000,0.000000,0.000000
298.0000,38.888890,440.763404,866.118839,0.714295,0.222222,0.000000,0.000000,0.000000
299.0000,38.888890,439.123748,860.937685,0.714294,0.222222,0.000000,0.000000,0.000000
300.0000,38.888890,437.493900,855.787525,0.714294,0.222222,0.000000,0.000000,0.000000
